filename,width,height,class,xmin,ymin,xmax,ymax
0412_jpg.rf.e27f70cf0b5eb7dbe5164773540f8707.jpg,512,256,Impacted Tooth,374,68,403,99
0412_jpg.rf.e27f70cf0b5eb7dbe5164773540f8707.jpg,512,256,Impacted Tooth,131,70,164,105
0434_jpg.rf.e97c36d720a9cba9f89e5605ed022861.jpg,512,256,Impacted Tooth,352,90,382,120
0202_jpg.rf.e8c867b3ae2f4e0259b6faf3df7c1e85.jpg,512,256,Impacted Tooth,366,120,390,149
0991_jpg.rf.ea947b399b3d033fec021f7f66960dee.jpg,512,256,Impacted Tooth,106,139,144,176
0028_jpg.rf.eae8628cc0a1012ad247d99ff401fb35.jpg,512,256,Impacted Tooth,113,85,148,119
0049_jpg.rf.eb2342e145717c7718b3c56a2409da00.jpg,512,256,Impacted Tooth,358,85,395,115
0049_jpg.rf.eb2342e145717c7718b3c56a2409da00.jpg,512,256,Impacted Tooth,114,85,149,117
0049_jpg.rf.eb2342e145717c7718b3c56a2409da00.jpg,512,256,Impacted Tooth,136,136,156,170
0283_jpg.rf.ebba77db440fe597b007919525292a29.jpg,512,256,Impacted Tooth,113,133,140,162
0283_jpg.rf.ebba77db440fe597b007919525292a29.jpg,512,256,Impacted Tooth,361,76,382,107
0911_jpg.rf.ec4ab2c30ea9fe4085ecb06c56173c3d.jpg,512,256,Impacted Tooth,65,85,112,121
0911_jpg.rf.ec4ab2c30ea9fe4085ecb06c56173c3d.jpg,512,256,Impacted Tooth,408,91,456,129
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Impacted Tooth,352,67,391,103
0409_jpg.rf.ef1c185ade2a5486a61846707ec070c5.jpg,512,256,Impacted Tooth,140,133,182,171
0232_jpg.rf.efd953a42b9eb153af3a760fd6a713f0.jpg,512,256,Impacted Tooth,369,89,402,117
0764_jpg.rf.f17c1a1fc564593c128c6fafda7a8396.jpg,512,256,Impacted Tooth,153,78,179,111
0764_jpg.rf.f17c1a1fc564593c128c6fafda7a8396.jpg,512,256,Impacted Tooth,112,132,148,165
0764_jpg.rf.f17c1a1fc564593c128c6fafda7a8396.jpg,512,256,Impacted Tooth,367,136,394,165
0764_jpg.rf.f17c1a1fc564593c128c6fafda7a8396.jpg,512,256,Impacted Tooth,345,88,365,118
0036_jpg.rf.f4139bfaa14c126ac7e7b89cc4f4e951.jpg,512,256,Impacted Tooth,365,90,401,118
0036_jpg.rf.f4139bfaa14c126ac7e7b89cc4f4e951.jpg,512,256,Impacted Tooth,100,87,133,116
0157_jpg.rf.f3c6b8a6024ca9a73cb4841a0ccb6f24.jpg,512,256,Impacted Tooth,357,136,388,171
0157_jpg.rf.f3c6b8a6024ca9a73cb4841a0ccb6f24.jpg,512,256,Impacted Tooth,127,133,158,172
0509_jpg.rf.f39d274e6b2564eb599228e7de6e9bc4.jpg,512,256,Impacted Tooth,384,73,424,108
0509_jpg.rf.f39d274e6b2564eb599228e7de6e9bc4.jpg,512,256,Impacted Tooth,109,141,131,174
0847_jpg.rf.f555c5b329817a0bf9ef053937627c08.jpg,512,256,Impacted Tooth,119,100,153,128
0285_jpg.rf.f9c22558cd2ddfe407d4d1cdf77978e0.jpg,512,256,Impacted Tooth,377,74,413,108
0285_jpg.rf.f9c22558cd2ddfe407d4d1cdf77978e0.jpg,512,256,Impacted Tooth,112,76,144,110
0431_jpg.rf.fa59938f6aac4878db4b27c5446ee4bc.jpg,512,256,Impacted Tooth,103,156,141,190
0431_jpg.rf.fa59938f6aac4878db4b27c5446ee4bc.jpg,512,256,Impacted Tooth,357,155,390,187
0163_jpg.rf.fc6e324f529b3d1333b55cbf1a88b6ea.jpg,512,256,Impacted Tooth,110,122,159,174
0163_jpg.rf.fc6e324f529b3d1333b55cbf1a88b6ea.jpg,512,256,Impacted Tooth,379,113,424,155
0076_jpg.rf.fb6ea4dcb60407f2023aaef39929f171.jpg,512,256,Impacted Tooth,342,89,365,122
0076_jpg.rf.fb6ea4dcb60407f2023aaef39929f171.jpg,512,256,Impacted Tooth,147,97,169,127
0076_jpg.rf.fb6ea4dcb60407f2023aaef39929f171.jpg,512,256,Impacted Tooth,131,145,151,173
0013_jpg.rf.fe31da3a7072b3d3e5d2b5ae6a8cb18b.jpg,512,256,Impacted Tooth,347,76,407,110
0633_jpg.rf.ffc4c0a32499dc401ddf247474d7e170.jpg,512,256,Impacted Tooth,101,91,134,125
0974_jpg.rf.ff31d35aecfa18f7a3bb61736cb40dcf.jpg,512,256,Impacted Tooth,397,128,438,173
0774_jpg.rf.febcb5b35759825a0578ba79f3956fe6.jpg,512,256,Impacted Tooth,92,136,139,171
0251_jpg.rf.fa7565de0841cd5660a82a567f67f1ea.jpg,512,256,Impacted Tooth,119,76,149,109
0872_jpg.rf.005b5d1b7414e2d00e7ed05e1116f274.jpg,512,256,Impacted Tooth,358,81,400,118
0469_jpg.rf.00a2787a90dea3957733818a0eb5202c.jpg,512,256,Impacted Tooth,127,139,151,173
0847_jpg.rf.026f37d0a10cecd246aa2a94c9d6f70f.jpg,512,256,Impacted Tooth,359,128,393,156
0340_jpg.rf.00d920546b456209de688af0f98e8000.jpg,512,256,Impacted Tooth,121,153,160,189
0085_jpg.rf.04d7e7d1105fa2e05b3470e4e83d4b2a.jpg,512,256,Impacted Tooth,365,121,392,164
0201_jpg.rf.069a9a65083d35cb5f86b74c7c0006dc.jpg,512,256,Impacted Tooth,102,157,139,192
0201_jpg.rf.069a9a65083d35cb5f86b74c7c0006dc.jpg,512,256,Impacted Tooth,366,162,398,196
0687_jpg.rf.09214c2a9fde62f411f5b281239186fd.jpg,512,256,Impacted Tooth,77,75,113,111
0687_jpg.rf.09214c2a9fde62f411f5b281239186fd.jpg,512,256,Impacted Tooth,83,118,106,160
